Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,Category,City
4267,Rajendra Sarovar Park,Park,4.2,913.0,Park,"Rajendra Sarovar Park, Bekarbandh, Forest Colony, Dhanbad, Jharkhand 828105",Dhanbad,India,Jharkhand,828105.0,Nature,3834.6,4.28,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Park,Dhanbad
4268,Bekarbandh Park,Park,4.2,786.0,Park,"RC2H+4MP Bekarbandh Park, Bekarbandh, Kasturba Nagar, Dhanbad, Jharkhand 828104",Dhanbad,India,Jharkhand,828104.0,Nature,3301.2000000000003,4.28,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Park,Dhanbad
4269,Vaishnavi & Vaibhavi Wellbeing Hub,Park,4.1,612.0,Park,"RC2J+92P Vaishnavi & Vaibhavi Wellbeing Hub, Park, Bekarbandh, Kasturba Nagar, Dhanbad, Jharkhand 826001",Dhanbad,India,Jharkhand,826001.0,Nature,2509.2,4.28,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Park,Dhanbad
4270,Katras Palace,Heritage building,4.1,412.0,"Heritage building, Historical landmark, Tourist attraction","Katras Palace, Rajbari, Katras, Jharkhand 828114",Dhanbad,India,Jharkhand,828114.0,Cultural,1689.1999999999998,4.23,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Heritage Building,Dhanbad
4271,Hirapur Durga Mandir hiiraapur durgaa mndir,Hindu temple,4.3,322.0,"Hindu temple, Tourist attraction","Hirapur Durga Mandir hiiraapur durgaa mndir, Baba Colony, Hirapur, Upper bazar, Gobindpur, Dhanbad, Jharkhand 826001",Dhanbad,India,Jharkhand,826001.0,Religious,1384.6,4.63,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Hindu Temple,Dhanbad
4272,Sai Baba Mandir,Hindu temple,4.6,231.0,"Hindu temple, Tourist attraction","Sai Baba Mandir, Dharmaraj Rd, Koyla Nagar Colony, Kusum Vihar, Koyla Nagar, Dhanbad, Jharkhand 826003",Dhanbad,India,Jharkhand,826003.0,Religious,1062.6,4.63,"Bokaro, Dhanbad, Giridih, Jamshedpur, Ranchi",Hindu Temple,Dhanbad
4273,Rajarajan Manimandapam,Art museum,4.2,944.0,"Art museum, Tourist attraction","Q4CJ+492 Rajarajan Manimandapam, New Bus Stand Rd, Nirmala nagar RESIDENTIAL AREA, Thanjavur, Tamil Nadu 613007",Thanjavur,India,Tamil Nadu,613007.0,Cultural,3964.8,4.37,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Art Museum,Thanjavur
4274,Carmel Infant Jesus Shrine,Catholic church,4.6,726.0,"Catholic church, Tourist attraction","Q45F+8WF Carmel Infant Jesus Shrine, Cauvery Nagar West, Natchathira Nagar, Thanjavur, Tamil Nadu 613007",Thanjavur,India,Tamil Nadu,613007.0,Religious,3339.6,4.69,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Catholic Church,Thanjavur
4275,Brihadeeswara Temple,Hindu temple,4.8,35384.0,"Hindu temple, Place of worship, Tourist attraction","Brihadeeswara Temple, Membalam Rd, Balaganapathy Nagar, Thanjavur, Tamil Nadu 613007",Thanjavur,India,Tamil Nadu,613007.0,Religious,169843.19999999998,4.69,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Hindu Temple,Thanjavur
4276,Thanjavur Maratha Palace,Historical landmark,4.2,5820.0,"Historical landmark, Tourist attraction","Q4RP+CCV Thanjavur Maratha Palace, Rajakrisnapuram, Thanjavur, Tamil Nadu 613001",Thanjavur,India,Tamil Nadu,613001.0,Cultural,24444.0,4.37,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Historical Landmark,Thanjavur
4277,Thanjavur Big Temple,Hindu temple,4.8,5758.0,Hindu temple,"Q4MJ+2FC Thanjavur Big Temple, Balaganapathy Nagar, Thanjavur, Tamil Nadu 613007",Thanjavur,India,Tamil Nadu,613007.0,Religious,27638.4,4.69,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Hindu Temple,Thanjavur
4278,Manimandapam,Park,4.2,4370.0,"Park, Fountain","Q4CJ+9G5 Manimandapam, New Bus Stand Rd, Nirmala nagar RESIDENTIAL AREA, Thanjavur, Tamil Nadu 613007",Thanjavur,India,Tamil Nadu,613007.0,Nature,18354.0,4.41,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Park,Thanjavur
4279,Royal Palace Museum,Museum,4.1,1549.0,"Museum, Tourist attraction","Q4VQ+53C Royal Palace Museum, Rajakrisnapuram, Thanjavur, Tamil Nadu 613001",Thanjavur,India,Tamil Nadu,613001.0,Cultural,6350.9,4.37,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Museum,Thanjavur
4280,Thanjavur Sri Bangaru Kamakshi Amman Temple,Hindu temple,4.6,1042.0,"Hindu temple, Tourist attraction","Q4VH+5P4 Thanjavur Sri Bangaru Kamakshi Amman Temple, W Main St, Mettu Theru, Thanjavur, Tamil Nadu 613008",Thanjavur,India,Tamil Nadu,613008.0,Religious,4793.2,4.69,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Hindu Temple,Thanjavur
4281,Anjaneya Temple,Hindu temple,4.3,74.0,"Hindu temple, Tourist attraction","Anjaneya Temple, 223, N Main St, Thanjavur, Tamil Nadu 613008",Thanjavur,India,Tamil Nadu,613008.0,Religious,318.2,4.69,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Hindu Temple,Thanjavur
4282,Sri Kamakshi Temple,Hindu temple,4.4,70.0,"Hindu temple, Tourist attraction","Sri Kamakshi Temple, 15/492, Kollupettai St, S.N.M Rahman Nagar, Maharnonbu Chavadi, Thanjavur, Tamil Nadu 613001",Thanjavur,India,Tamil Nadu,613001.0,Religious,308.0,4.69,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Hindu Temple,Thanjavur
4283,Raja Raja Cholan Statue Park,Park,4.3,51.0,Park,"Q4PM+29V Raja Raja Cholan Statue Park, Balaganapathy Nagar, Thanjavur, Tamil Nadu 613007",Thanjavur,India,Tamil Nadu,613007.0,Nature,219.3,4.41,"Chennai, Coimbatore, Kanniyakumari, Kanyakumari, Kodaikanal, Madurai, Munnar, Ooty, Rameshwaram, Thanjavur",Park,Thanjavur
4284,Sri Kalimath,Hindu temple,4.3,609.0,"Hindu temple, Tourist attraction","Sri Kalimath, Kalimath Mandir, Madan Mahal Fort, Shukla Nagar, Amanpur, Jabalpur, Madhya Pradesh 482001",Jabalpur,India,Madhya Pradesh,482001.0,Religious,2618.7,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4285,Shaheed Smarak,Historical landmark,4.3,298.0,"Historical landmark, Tourist attraction","5WCG+3R5 Shaheed Smarak, Wright Town, Jabalpur, Madhya Pradesh 482002",Jabalpur,India,Madhya Pradesh,482002.0,Cultural,1281.4,4.43,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Historical Landmark,Jabalpur
4286,Kachnar City Shiva Temple,Hindu temple,4.6,8180.0,"Hindu temple, Tourist attraction","Kachnar City Shiva Temple, E 19, Kachnar City Rd, Kanchan Vihar, Vijay Nagar, Jabalpur, Raksha, Madhya Pradesh 482002",Jabalpur,India,Madhya Pradesh,482002.0,Religious,37628.0,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4287,Ghanta Ghar,Historical landmark,4.1,4075.0,"Historical landmark, Tourist attraction","Ghanta Ghar, Ghantaghar, Madhya Pradesh 482002",Jabalpur,India,Madhya Pradesh,482002.0,Cultural,16707.5,4.43,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Historical Landmark,Jabalpur
4288,Dumna Nature Reserve Park,Nature preserve,4.1,3061.0,"Nature preserve, Tourist attraction","5297+Q3W Dumna Nature Reserve Park, Airport Road, near IIITDM, Jabalpur, Madhya Pradesh 482005",Jabalpur,India,Madhya Pradesh,482005.0,Nature,12550.1,4.34,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Nature Preserve,Jabalpur
4289,Paat Baba Mandir,Hindu temple,4.6,2069.0,"Hindu temple, Tourist attraction","Paat Baba Mandir, PatBaba Temple, MP SH 22, Vidya Nagar, Jabalpur, Madhya Pradesh 482001",Jabalpur,India,Madhya Pradesh,482001.0,Religious,9517.4,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4290,Pisanhari ki Madiya,Jain temple,4.6,1969.0,"Jain temple, Tourist attraction","Pisanhari ki Madiya, Medical Garha, Jabalpur, Madhya Pradesh 482003",Jabalpur,India,Madhya Pradesh,482003.0,Religious,9057.4,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Jain Temple,Jabalpur
4291,Rani Durgavati Fort & Museum,Museum,4.2,1958.0,"Museum, Tourist attraction","5W7M+7M3 Rani Durgavati Fort & Museum, Napier Town, Jabalpur, Madhya Pradesh 482002",Jabalpur,India,Madhya Pradesh,482002.0,Cultural,8223.6,4.43,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Museum,Jabalpur
4292,Rani Durgawati Fort,Fortress,4.2,1822.0,"Fortress, Historical landmark, Tourist attraction","4WX2+8MM Rani Durgawati Fort, Gurudev Colony, Jabalpur, Madhya Pradesh 482001",Jabalpur,India,Madhya Pradesh,482001.0,Cultural,7652.400000000001,4.43,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Fortress,Jabalpur
4293,Swayambu Sidhpeeth Sri Gupteshwar Mahadev Mandir,Hindu temple,4.7,927.0,"Hindu temple, Tourist attraction","Swayambu Sidhpeeth Sri Gupteshwar Mahadev Mandir, 1475, Kailashpuri Rd, Gupteshwar, Jabalpur, Madhya Pradesh 482001",Jabalpur,India,Madhya Pradesh,482001.0,Religious,4356.900000000001,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4294,Sangram Sagar Lake and Garden,Park,4.2,497.0,Park,"4VRJ+3WW Sangram Sagar Lake and Garden, Unnamed Road, JDA Colony, Bargi Hills, Jabalpur, Madhya Pradesh 482003",Jabalpur,India,Madhya Pradesh,482003.0,Nature,2087.4,4.34,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Park,Jabalpur
4295,Gayatri Mandir,Hindu temple,4.6,484.0,"Hindu temple, Tourist attraction","Gayatri Mandir, Manmohan Nagar, Transport Nagar, Jabalpur, GCF Jabalpur, Madhya Pradesh 482002",Jabalpur,India,Madhya Pradesh,482002.0,Religious,2226.4,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4296,Prem Mandir Jabalpur,Hindu temple,4.4,338.0,"Hindu temple, Tourist attraction","Prem Mandir Jabalpur, Madan Mahal, Wright Town, Jabalpur, Madhya Pradesh 482002",Jabalpur,India,Madhya Pradesh,482002.0,Religious,1487.2,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4297,Uma Ghat,Religious destination,4.4,223.0,"Religious destination, Tourist attraction","4W4G+GJG Uma Ghat, Gwarighat, Jabalpur, Madhya Pradesh 482008",Jabalpur,India,Madhya Pradesh,482008.0,Religious,981.2,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Religious Destination,Jabalpur
4298,Holy Trinity Church,Church,4.5,219.0,"Church, Tourist attraction","5W6J+MRF Holy Trinity Church, Napier Town, Jabalpur, Madhya Pradesh 482002",Jabalpur,India,Madhya Pradesh,482002.0,Religious,985.5,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Church,Jabalpur
4299,Shree Maa Narmada Temple,Hindu temple,4.7,192.0,"Hindu temple, Tourist attraction","Shree Maa Narmada Temple, Narmada - Gwarighat Rd, Gwarighat, Jabalpur, Madhya Pradesh 482008",Jabalpur,India,Madhya Pradesh,482008.0,Religious,902.4,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4300,Katanga Tv Tower,Historical landmark,4.3,172.0,"Historical landmark, Tourist attraction","Katanga Tv Tower, Katanga TV Tower, MCI Colony, Katanga, Jabalpur, Madhya Pradesh 482001",Jabalpur,India,Madhya Pradesh,482001.0,Cultural,739.6,4.43,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Historical Landmark,Jabalpur
4301,Sharda Mandir,Hindu temple,4.6,156.0,"Hindu temple, Tourist attraction","4WW3+VJG Sharda Mandir, Ratan Nagar, Madan Mahal, Jabalpur, Madhya Pradesh 482001",Jabalpur,India,Madhya Pradesh,482001.0,Religious,717.5999999999999,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Jabalpur
4302,Siddh Ghat,Historical landmark,4.6,90.0,"Historical landmark, Tourist attraction","4W4G+GQC Siddh Ghat, Gwarighat, Jabalpur, Madhya Pradesh 482008",Jabalpur,India,Madhya Pradesh,482008.0,Cultural,414.0,4.43,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Historical Landmark,Jabalpur
4303,Jatashankar Temple,Hindu temple,4.6,2295.0,"Hindu temple, Tourist attraction","FCJQ+QR9 Jatashankar Temple, Jatashankar Rd, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881",Pachmarhi,India,Madhya Pradesh,461881.0,Religious,10557.0,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Pachmarhi
4304,Amba Mai,Hindu temple,4.6,168.0,"Hindu temple, Tourist attraction","FCQX+7WV Amba Mai, SH 19A, Pachmarhi Cantt, Madhya Pradesh 461881",Pachmarhi,India,Madhya Pradesh,461881.0,Religious,772.8,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Hindu Temple,Pachmarhi
4305,Pachmarhi Catholic Church,Catholic church,4.3,125.0,"Catholic church, Tourist attraction","FC8J+4Q9 Pachmarhi Catholic Church, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881",Pachmarhi,India,Madhya Pradesh,461881.0,Religious,537.5,4.74,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Catholic Church,Pachmarhi
4306,Pandava Garden,Garden,4.4,108.0,Garden,"FC5J+QPG Pandava Garden, Pachmarhi, Pachmarhi Cantt, Madhya Pradesh 461881",Pachmarhi,India,Madhya Pradesh,461881.0,Nature,475.2000000000001,4.34,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain",Garden,Pachmarhi
4307,Riverfront Flower Park,Park,4.5,38630.0,"Park, Tourist attraction","Riverfront Flower Park, Riverfront Rd, Ellisbridge, Ahmedabad, Gujarat 380006",Ahmedabad,India,Gujarat,380006.0,Nature,173835.0,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Park,Ahmedabad
4308,Teen Darwaza,Historical landmark,4.3,35630.0,"Historical landmark, Tourist attraction","Teen Darwaza, Gandhi Rd, Old City, Bhadra, Ahmedabad, Gujarat 380001",Ahmedabad,India,Gujarat,380001.0,Cultural,153209.0,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Historical Landmark,Ahmedabad
4309,Rani no Hajiro,Historical landmark,4.2,3618.0,"Historical landmark, Tourist attraction","Rani no Hajiro, Manek Chowk Rd, Old City, Mandvi ni Pol, Khadia, Ahmedabad, Gujarat 380001",Ahmedabad,India,Gujarat,380001.0,Cultural,15195.6,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Historical Landmark,Ahmedabad
4310,Balvatika & N. H. Museum,Museum,4.2,2980.0,"Museum, Tourist attraction","2J43+4RP Balvatika & N. H. Museum, Chacha Nehru, Balvatika, Kankaria, Ahmedabad, Gujarat 380008",Ahmedabad,India,Gujarat,380008.0,Cultural,12516.0,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Museum,Ahmedabad
4311,The Calico Museum of Textiles,Museum,4.3,1073.0,"Museum, Tourist attraction","The Calico Museum of Textiles, opp. Underbridge, Jain Colony, Shahibag, Ahmedabad, Gujarat 380004",Ahmedabad,India,Gujarat,380004.0,Cultural,4613.9,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Museum,Ahmedabad
4312,Lalbhai Dalpatbhai Museum,Museum,4.5,776.0,"Museum, Tourist attraction","Lalbhai Dalpatbhai Museum, Gujarat University Clock Tower, L.D. Institute of Indology Campus, opp. L.D. Engineering Hostel, Navrangpura, Ahmedabad, Gujarat 380009",Ahmedabad,India,Gujarat,380009.0,Cultural,3492.0,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Museum,Ahmedabad
4313,Law Garden,Park,4.4,59359.0,"Park, Garden, Tourist attraction","Law Garden, Netaji Rd, Maharashtra Society, Ellisbridge, Ahmedabad, Gujarat 380009",Ahmedabad,India,Maharashtra,380009.0,Nature,261179.60000000003,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi",Park,Ahmedabad
4314,Auto World Vintage Car Museum,Museum,4.4,9924.0,"Museum, Tourist attraction","World Vintage Car Museum, Dastan Estate, Service Rd, Nikol, Kathwada, Ahmedabad, Gujarat 382430",Ahmedabad,India,Gujarat,382430.0,Cultural,43665.600000000006,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Museum,Ahmedabad
4315,Sidi Saiyyed Mosque,Mosque,4.5,7727.0,"Mosque, Historical landmark, Tourist attraction","Sidi Saiyyed Mosque, Bhadra Rd, Opposite Electricity House, Old City, Gheekanta, Lal Darwaja, Ahmedabad, Gujarat 380001",Ahmedabad,India,Gujarat,380001.0,Religious,34771.5,4.6,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Mosque,Ahmedabad
4316,Kaligam Fort,Fortress,4.1,428.0,"Fortress, Historical place, Tourist attraction","3HVF+HPJ Kaligam Fort, Kali, Ahmedabad, Gujarat 382470",Ahmedabad,India,Gujarat,382470.0,Cultural,1754.8,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara",Fortress,Ahmedabad
4317,Ranthambore National Park,National park,4.5,8675.0,"National park, National reserve, Tourist attraction","Ranthambore National Park, Rajasthan",Ranthambore,India,Rajasthan,,Nature,39037.5,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",National Park,Ranthambore
4318,Jogi Mahal,Historical place museum,4.4,100.0,"Historical place museum, Historical place, Tourist attraction","2FG4+282 Jogi Mahal, Ranthambhore Fort, Rajasthan 322001",Ranthambore,India,Rajasthan,322001.0,Cultural,440.00000000000006,4.51,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",Historical Place Museum,Ranthambore
4319,The Ranthambore Tiger,National park,4.7,70.0,National park,"The Ranthambore Tiger, Ranthambhor Rd, Saptar, Sawai Madhopur, Prempura, Rajasthan 322001",Ranthambore,India,Rajasthan,322001.0,Nature,329.0,4.38,"Ajmer, Bikaner, Chittorgarh, Jaipur, Jaisalmer, Jodhpur, Mount, Pushkar, Ranthambore, Udaipur",National Park,Ranthambore
4320,Tawang Monastery,Buddhist temple,4.7,3360.0,"Buddhist temple, Monastery, Tourist attraction","HVP5+M3X Tawang Monastery, Tawang, Arunachal Pradesh 790104",Tawang,India,Arunachal Pradesh,790104.0,Religious,15792.0,4.59,"Bomdila, Naharlagun, Tawang",Buddhist Temple,Tawang
4321,"Bomdila Buddhist Monastery - Bomdila, West Kameng District, Arunachal Pradesh, India",Buddhist temple,4.6,1311.0,"Buddhist temple, Monastery, Tourist attraction","7CC9+6C4 Bomdila Buddhist Monastery - Bomdila, West Kameng District, Arunachal Pradesh, Bomdila, Arunachal Pradesh 790001",Tawang,India,Arunachal Pradesh,790001.0,Religious,6030.599999999999,4.59,"Bomdila, Naharlagun, Tawang",Buddhist Temple,Tawang
4322,Buddha Park,Park,4.1,389.0,"Park, Tourist attraction","Buddha Park, opposite D. C. Office, Bomdila, Arunachal Pradesh 790001",Tawang,India,Arunachal Pradesh,790001.0,Nature,1594.9,4.1,"Bomdila, Naharlagun, Tawang",Park,Tawang
4323,"Taktsang Gompa, Tawang - Bumla Road, Tawang",Religious destination,4.8,92.0,Religious destination,"PR82+VQF Taktsang Gompa, Tawang - Bumla Road, Tawang, Taktsang trail, Tawang, Arunachal Pradesh 790104",Tawang,India,Arunachal Pradesh,790104.0,Religious,441.6,4.59,"Bomdila, Naharlagun, Tawang",Religious Destination,Tawang
4324,"Ridge, Shimla",Historical landmark,4.6,10996.0,"Historical landmark, Tourist attraction","Ridge, Shimla, Ridge, The Mall, Shimla, Himachal Pradesh 171001",Shimla,India,Himachal Pradesh,171001.0,Cultural,50581.6,4.55,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Historical Landmark,Shimla
4325,"Kali Bari Temple, Shimla",Hindu temple,4.6,4099.0,"Hindu temple, Place of worship, Tourist attraction","4548+9PV Kali Bari Temple, Shimla, Mall Rd, Kali Bari, Shimla, Himachal Pradesh 171001",Shimla,India,Himachal Pradesh,171001.0,Religious,18855.4,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Hindu Temple,Shimla
4326,"Christ Church, Shimla",Church,4.6,19538.0,"Church, Place of worship, Tourist attraction","453G+P9F Christ Church, Shimla, Ridge To US Club, The Mall, Shimla, Himachal Pradesh 171001",Shimla,India,Himachal Pradesh,171001.0,Religious,89874.79999999999,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Church,Shimla
4327,Shri Hanuman Mandir Jakhoo,Hindu temple,4.8,17868.0,"Hindu temple, Place of worship, Tourist attraction","Shri Hanuman Mandir Jakhoo, Jakhu Temple Park, Jakhu, Shimla, Himachal Pradesh 171001",Shimla,India,Himachal Pradesh,171001.0,Religious,85766.4,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Hindu Temple,Shimla
4328,Viceregal Lodge,Historical place museum,4.6,8598.0,"Historical place museum, Botanical garden, Historical landmark, History museum, Tourist attraction","Viceregal Lodge, Rashtrapati Nivas Chaura Maidan Road, Near, Observatory Hill, Boileauganj, Shimla, Himachal Pradesh 171005",Shimla,India,Himachal Pradesh,171005.0,Cultural,39550.8,4.55,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Historical Place Museum,Shimla
4329,Vaishno Devi Temple,Hindu temple,4.6,1714.0,"Hindu temple, Tourist attraction","34PQ+9XH Vaishno Devi Temple, National Highway-22, Bagh, Shimla, Himachal Pradesh 171004",Shimla,India,Himachal Pradesh,171004.0,Religious,7884.4,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Hindu Temple,Shimla
4330,Himachal State Museum,Museum,4.5,1672.0,"Museum, Tourist attraction","Himachal State Museum, Museum Road, near Doordarshan Kendra, Chaura Maidan, Shimla, Himachal Pradesh 171004",Shimla,India,Himachal Pradesh,171004.0,Cultural,7524.0,4.55,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Museum,Shimla
4331,Gorton Castle,Castle,4.4,309.0,"Castle, Historical place, Tourist attraction","4537+V37 Gorton Castle, Mall Rd, Nabha, Shimla, Himachal Pradesh 171003",Shimla,India,Himachal Pradesh,171003.0,Cultural,1359.6,4.55,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla",Castle,Shimla
4332,Dudhsagar Falls,Scenic spot,4.6,27991.0,"Scenic spot, Tourist attraction","Dudhsagar Falls, Sonauli, Goa 403410",Goa,India,Goa,403410.0,Nature,128758.6,4.44,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Scenic Spot,Goa
4333,Indian Naval Aviation Museum,Museum,4.5,6425.0,"Museum, Tourist attraction","Indian Naval Aviation Museum, Bogmalo Road, Vasco Da Gama, Bagmalo, Goa 403806",Goa,India,Goa,403806.0,Cultural,28912.5,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Museum,Goa
4334,Church of St. Francis of Assisi,Catholic church,4.5,4357.0,"Catholic church, Tourist attraction","Church of St. Francis of Assisi, Off National Highway 4, Vela, Goa 403402",Goa,India,Goa,403402.0,Religious,19606.5,4.54,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Catholic Church,Goa
4335,Mollem National Park & Bhagwan Mahavir Wildlife Sanctuary,National park,4.4,3269.0,"National park, Tourist attraction, Wildlife refuge","87MQ+H89 Mollem National Park & Bhagwan Mahavir Wildlife Sanctuary, Goa 403410",Goa,India,Goa,403410.0,Nature,14383.6,4.44,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",National Park,Goa
4336,Houses of Goa Museum,Museum,4.2,3215.0,"Museum, Artist, Book store, Cafe, Gift shop, Tourist attraction","Houses of Goa Museum, House No. 674, Near Nisha's Play School,Torda ,Salvador do Mundo, Penha de Franc, Goa 403101",Goa,India,Goa,403101.0,Cultural,13503.0,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji",Museum,Goa
